workers,elapsed time
1,0.960705041885376
2,0.504197359085083
3,0.518686056137085
4,0.5035789012908936
5,0.53251051902771
6,0.5164322853088379
7,0.5148289203643799
8,0.5184307098388672
9,0.5194029808044434
10,0.5199098587036133
11,0.527198314666748
12,0.5224709510803223
13,0.535383939743042
14,0.5268008708953857
15,0.5296008586883545
16,0.5310335159301758
17,0.5312671661376953
18,0.5366466045379639
19,0.5481412410736084
